Source Course	Target Course
SI 540	ENGLISH 434
SI 540	SI 586
SI 540	ENGLISH 993
SI 540	COMM 781
SI 540	MO 501
SI 540	SI 542
SI 540	ENGLISH 407
SI 540	SI 724
SI 540	HBEHED 600
SI 540	IOE 536
SI 540	ARCH 531
SI 540	SI 840
SI 540	SI 791
SI 540	OMS 501
SI 540	MO 603
SI 540	UP 507
SI 540	BE 501
SI 540	MKT 620
SI 540	NRE 531
SI 540	SI 648
SI 540	SI 719
SI 540	PUBPOL 585
SI 540	PUBPOL 671
SI 540	PUBPOL 754
SI 540	BIT 551
SI 540	BIT 513
SI 540	COMM 810
SI 540	MKT 501
SI 540	SI 638
SI 540	SI 708
SI 540	SI 557
SI 540	MO 700
SI 540	MSP 601
SI 540	MSP 602
SI 540	HISTORY 698
SI 540	SI 645
SI 540	SI 618
SI 540	MSP 609
SI 540	SI 696
SI 540	SI 624
SI 541	SI 605
SI 541	HMP 668
SI 541	SI 737
SI 541	SI 668
SI 541	SI 655
SI 541	SI 792
SI 541	PUBPOL 585
SI 541	SI 637
SI 541	SI 632
SI 541	SI 621
SI 541	SI 580
SI 541	PUBPOL 754
SI 541	SI 575
SI 541	SI 614
SI 541	SI 629
SI 541	SI 840
SI 541	SI 633
SI 541	SI 617
SI 541	BIT 512
SI 541	SI 648
SI 541	SI 670
SI 541	SI 679
SI 541	SI 658
SI 541	SI 596
SI 541	SI 690
SI 541	SI 583
SI 541	SI 681
SI 541	SI 644
SI 541	SI 791
SI 541	SI 622
SI 541	SI 702
SI 541	MHS 663
SI 541	SI 654
SI 541	SI 623
SI 541	SI 551
SI 541	SI 646
SI 541	SI 544
SI 541	SI 615
SI 541	SI 625
SI 541	SI 579
SI 541	SI 692
SI 541	SI 682
SI 541	SI 581
SI 541	SI 647
SI 543	SI 548
SI 543	SI 681
SI 543	SI 690
SI 543	SI 572
SI 543	IOE 434
SI 543	SI 653
SI 543	ASIAN 500
SI 543	SI 649
SI 543	IOE 536
SI 543	BIT 551
SI 543	BIT 513
SI 543	COMM 810
SI 543	MKT 501
SI 543	SI 551
SI 543	ELI 321
SI 543	SI 601
SI 543	OMS 501
SI 543	SI 553
SI 543	PSYCH 703
SI 543	ASIANLAN 325
SI 543	ASIANLAN 326
SI 543	PUBPOL 750
SI 543	OMS 548
SI 543	BIOSTAT 650
SI 543	ASIAN 532
SI 543	BIT 645
SI 543	ASIAN 455
SI 543	BIOSTAT 601
SI 543	SI 661
SI 543	SAC 602
SI 543	PSYCH 442
SI 543	ASIANLAN 425
SI 543	CHIN 588
SI 543	POLSCI 813
SI 543	EECS 498
SI 543	SI 630
SI 543	LING 510
SI 543	EDUC 793
SI 543	EDUC 791
SI 543	EDUC 790
SI 543	PSYCH 751
SI 543	MCDB 427
SI 543	UP 503
SI 543	ELI 420
SI 543	PSYCH 682
SI 543	ELI 337
SI 543	CHIN 610
SI 543	MECHENG 599
SI 543	BIOINF 526
SI 543	BIOINF 527
SI 543	EDUC 600
SI 543	PSYCH 644
SI 543	EDUC 860
SI 543	SI 606
SI 543	COMM 771
SI 543	SURVMETH 699
SI 543	EDUC 526
SI 543	ANTHRCUL 527
SI 543	SURVMETH 988
SI 543	HMP 517
SI 543	ASIAN 625
SI 543	ASIANLAN 126
SI 543	PSYCH 788
SI 543	PSYCH 786
SI 543	HISTART 461
SI 543	ASIANLAN 407
SI 543	ASIAN 535
SI 543	ASIAN 536
SI 543	ECON 434
SI 543	EDUC 703
SI 543	CSIB 645
SI 543	CAAS 469
SI 543	PSYCH 808
SI 543	EPID 601
SI 543	ASIANLAN 125
SI 543	CHIN 799
SI 543	SURVMETH 630
SI 543	PSYCH 785
SI 543	SI 652
SI 543	SI 596
SI 543	SI 663
SI 543	BIT 512
SI 543	SI 648
SI 543	DESCI 502
SI 543	SI 647
SI 543	SI 679
SI 543	SI 583
SI 543	STATS 503
SI 543	MO 561
SI 543	EDUC 500
SI 543	PHIL 605
SI 543	BIT 678
SI 543	SI 593
SI 543	PSYCH 614
SI 543	PUBPOL 555
SI 543	PSYCH 685
SI 543	ELI 330
SI 543	MKT 619
SI 543	EDUC 525
SI 543	SI 760
SI 543	SI 542
SI 543	ASIAN 699
SI 543	ELI 320
SI 543	SI 644
SI 543	SI 625
SI 543	SI 655
SI 543	ARCH 531
SI 543	SI 686
SI 543	SI 575
SI 543	SI 791
SI 543	SI 665
SI 543	SI 699
SI 543	SI 631
SI 543	PSYCH 619
SI 543	PSYCH 613
SI 543	PSYCH 681
SI 543	PUBPOL 688
SI 543	EDUC 601
SI 543	EDUC 737
SI 543	SI 767
SI 543	BE 501
SI 543	MKT 620
SI 543	NRE 531
SI 543	SI 580
SI 543	SI 687
SI 543	SI 668
SI 543	SI 666
SI 543	SI 670
SI 543	SI 676
SI 543	PSYCH 689
SI 543	MO 512
SI 543	PSYCH 988
SI 543	PUBPOL 671
SI 543	SI 562
SI 543	SI 616
SI 543	SI 620
SI 543	SI 621
SI 543	PUBPOL 754
SI 543	SI 563
SI 543	EDUC 898
SI 543	SWC 993
SI 543	SI 641
SI 543	PSYCH 995
SI 543	MO 700
SI 543	SI 632
SI 543	SI 692
SI 543	BIT 648
SI 543	SI 618
SI 543	SI 614
SI 543	SI 792
SI 543	SI 624
SI 543	BIT 646
SI 543	EDCURINS 575
SI 543	SI 680
SI 543	SI 617
SI 543	EDUC 402
SI 543	SI 581
SI 543	SI 696
SI 543	SI 684
SI 543	SI 643
SI 543	SI 702
SI 543	MHS 663
SI 543	SI 623
SI 543	SI 646
SI 543	SI 615
SI 543	SI 633
SI 543	SI 579
SI 543	SI 629
SI 544	SI 625
SI 544	SI 551
SI 544	BIT 646
SI 544	SI 679
SI 544	SI 649
SI 544	SI 708
SI 544	STRATEGY 673
SI 544	MO 603
SI 544	SI 687
SI 544	SI 646
SI 544	BIT 648
SI 544	ELI 320
SI 544	SI 670
SI 544	PUBPOL 720
SI 544	RCIDIV 351
SI 544	SI 719
SI 544	ASIANLAN 325
SI 544	ASIANLAN 326
SI 544	ASIAN 532
SI 544	PUBPOL 585
SI 544	ASIAN 455
SI 544	POLSCI 695
SI 544	BA 525
SI 544	PSYCH 442
SI 544	ASIANLAN 425
SI 544	CHIN 588
SI 544	ARCH 551
SI 544	BA 518
SI 544	ES 623
SI 544	FIN 629
SI 544	SI 676
SI 544	HMP 617
SI 544	ELI 420
SI 544	ELI 336
SI 544	CHIN 610
SI 544	SI 557
SI 544	SI 751
SI 544	PAT 542
SI 544	MKT 625
SI 544	ASIAN 625
SI 544	ASIANLAN 126
SI 544	HISTART 461
SI 544	ASIANLAN 407
SI 544	ASIAN 535
SI 544	ASIAN 536
SI 544	STRATEGY 553
SI 544	ASIANLAN 125
SI 544	CHIN 799
SI 544	SI 652
SI 544	RACKHAM 998
SI 544	SI 690
SI 544	SI 563
SI 544	SI 658
SI 544	ARCH 531
SI 544	SI 575
SI 544	MO 700
SI 544	SI 684
SI 544	OMS 616
SI 544	IOE 434
SI 544	POLSCI 596
SI 544	SWC 630
SI 544	PHIL 605
SI 544	STRATEGY 675
SI 544	ASIAN 500
SI 544	CMPLXSYS 501
SI 544	ES 715
SI 544	SI 550
SI 544	SI 510
SI 544	SI 760
SI 544	ASIAN 699
SI 544	SI 618
SI 544	SI 614
SI 544	SI 840
SI 544	SI 680
SI 544	SI 686
SI 544	SI 605
SI 544	SI 601
SI 544	SI 627
SI 544	BIT 512
SI 544	SI 699
SI 544	SI 631
SI 544	ELI 338
SI 544	ECON 500
SI 544	SI 767
SI 544	SI 648
SI 544	SI 655
SI 544	SI 661
SI 544	MO 512
SI 544	SI 562
SI 544	SI 621
SI 544	SI 663
SI 544	BIT 551
SI 544	BIT 513
SI 544	MKT 501
SI 544	ELI 321
SI 544	SI 548
SI 544	SI 702
SI 544	MSP 601
SI 544	MSP 602
SI 544	SI 580
SI 544	SI 645
SI 544	SI 792
SI 544	MSP 609
SI 544	SI 696
SI 544	SI 668
SI 544	SI 579
SI 544	SI 572
SI 544	SI 596
SI 544	SI 791
SI 544	SI 654
SI 544	SI 647
SI 544	SI 615
SI 544	SI 620
SI 544	SI 692
SI 544	SI 665
SI 544	SI 629
SI 544	SI 666
SI 544	SI 581
SI 548	SI 516
SI 548	SI 562
SI 548	SI 616
SI 548	SI 563
SI 548	ELI 321
SI 548	SI 557
SI 548	MO 700
SI 548	SI 620
SI 548	EDUC 649
SI 548	EDUC 650
SI 548	SI 682
SI 548	EDUC 606
SI 548	EDCURINS 575
SI 548	EDUC 402
SI 548	SI 622
SI 548	SI 690
SI 548	SI 689
SI 548	SI 553
SI 548	SI 647
SI 548	SI 676
SI 548	SI 658
SI 548	SI 688
SI 548	SI 684
SI 548	SI 665
SI 548	IOE 536
SI 548	SI 666
SI 548	ARCH 531
SI 548	SI 601
SI 548	SI 626
SI 548	SI 551
SI 548	SI 624
SI 548	SI 615
SI 548	SI 681
SI 548	SI 643
SI 549	SI 616
SI 549	SI 647
SI 549	RACKHAM 575
SI 549	SI 791
SI 549	SI 626
SI 549	MO 700
SI 549	SI 623
SI 549	SI 665
SI 549	SI 792
SI 549	SI 572
SI 549	SI 557
SI 549	SI 702
SI 549	SI 580
SI 549	SI 615
SI 549	SI 681
SI 549	SI 596
SI 549	SI 690
SI 549	SI 581
SI 551	SI 688
SI 551	SI 689
SI 551	SI 623
SI 551	SI 647
SI 551	SI 682
SI 551	SI 665
SI 551	NRE 540
SI 551	OMS 501
SI 551	PSYCH 613
SI 551	UP 507
SI 551	SI 702
SI 551	SI 658
SI 551	SI 596
SI 551	SI 666
SI 551	SI 701
SI 551	SI 690
SI 551	ASIANLAN 325
SI 551	ASIANLAN 326
SI 551	SURVMETH 600
SI 551	ASIAN 532
SI 551	ASIAN 455
SI 551	SI 745
SI 551	ECON 600
SI 551	ASIANLAN 425
SI 551	CHIN 588
SI 551	ITALIAN 361
SI 551	ELI 420
SI 551	BIOSTAT 503
SI 551	CHIN 610
SI 551	MO 512
SI 551	SI 557
SI 551	ENGLISH 484
SI 551	SI 860
SI 551	COMORG 654
SI 551	ARCH 613
SI 551	ASIAN 625
SI 551	MO 617
SI 551	ASIANLAN 126
SI 551	LING 441
SI 551	HISTART 461
SI 551	BIT 582
SI 551	ASIANLAN 407
SI 551	ASIAN 535
SI 551	ASIAN 536
SI 551	LHC 506
SI 551	SOC 510
SI 551	CAAS 469
SI 551	ASIANLAN 125
SI 551	CHIN 799
SI 551	SURVMETH 632
SI 551	SI 620
SI 551	SI 840
SI 551	IOE 536
SI 551	BIT 551
SI 551	SI 641
SI 551	SI 615
SI 551	ELI 321
SI 551	SI 670
SI 551	SI 575
SI 551	SI 572
SI 551	STATS 503
SI 551	IOE 434
SI 551	SOC 522
SI 551	POLSCI 596
SI 551	SWC 630
SI 551	ACABS 591
SI 551	ASIAN 500
SI 551	FIN 621
SI 551	PSYCH 614
SI 551	STATS 500
SI 551	ELI 330
SI 551	ENGLISH 473
SI 551	STRATEGY 669
SI 551	BIT 581
SI 551	ASIAN 699
SI 551	HBEHED 600
SI 551	SI 644
SI 551	SI 580
SI 551	ARCH 531
SI 551	RACKHAM 998
SI 551	SI 686
SI 551	SI 605
SI 551	SI 643
SI 551	SI 601
SI 551	BIT 512
SI 551	BIT 514
SI 551	EDUC 737
SI 551	NRE 531
SI 551	SI 649
SI 551	SI 655
SI 551	SI 624
SI 551	SI 719
SI 551	SI 616
SI 551	SI 684
SI 551	SI 621
SI 551	SI 663
SI 551	SI 581
SI 551	SI 579
SI 551	MO 700
SI 551	MHS 663
SI 551	SI 654
SI 551	SI 692
SI 551	BIT 648
SI 551	SI 593
SI 551	SI 645
SI 551	SI 618
SI 551	ELI 320
SI 551	SI 792
SI 551	SI 629
SI 551	SI 625
SI 551	BIT 646
SI 551	SI 631
SI 551	SI 696
SI 551	SI 687
SI 551	SI 668
SI 551	SI 679
SI 551	SI 676
SI 551	SI 652
SI 551	SI 791
SI 551	SI 646
SI 551	SI 632
SI 553	SOC 522
SI 553	LING 517
SI 553	FIN 621
SI 553	ACC 564
SI 553	EDUC 649
SI 553	PUBPOL 636
SI 553	AMCULT 993
SI 553	SI 622
SI 553	EDUC 650
SI 553	EDUC 606
SI 553	EDCURINS 575
SI 553	EDUC 402
SI 553	SI 791
SI 553	SI 688
SI 553	SI 682
SI 553	SI 649
SI 553	SI 661
SI 553	SI 516
SI 553	SI 616
SI 553	SI 624
SI 553	SI 684
SI 553	SI 692
SI 553	SI 681
SI 553	SI 621
SI 553	BIT 513
SI 553	SI 599
SI 553	COMM 810
SI 553	MKT 501
SI 553	SI 647
SI 553	ARCH 531
SI 553	SI 708
SI 553	SI 557
SI 553	SI 632
SI 553	SI 580
SI 553	SI 690
SI 553	SI 620
SI 553	HISTORY 698
SI 553	COMM 993
SI 553	SI 614
SI 553	SI 629
SI 553	SI 637
SI 553	SI 615
SI 553	SI 666
SI 553	SI 581
SI 553	BIT 512
SI 553	SI 631
SI 553	SI 648
SI 553	SI 668
SI 553	SI 572
SI 553	SI 643
SI 553	SI 601
SI 553	SI 626
SI 553	SI 623
SI 553	SI 646
SI 553	SI 792
SI 553	SI 633
SI 553	SI 689
SI 553	SI 579
SI 553	SI 655
SI 553	SI 575
SI 553	SI 596
SI 553	SI 665
SI 557	SI 596
SI 557	PUBPOL 720
SI 557	ASIANLAN 325
SI 557	ASIANLAN 326
SI 557	SURVMETH 600
SI 557	HISTORY 672
SI 557	IOE 837
SI 557	OMS 548
SI 557	ASIAN 532
SI 557	ASIAN 455
SI 557	SI 745
SI 557	SI 661
SI 557	IOE 533
SI 557	IOE 534
SI 557	HISTORY 467
SI 557	MECHENG 581
SI 557	ASIANLAN 425
SI 557	CHIN 588
SI 557	IOE 990
SI 557	EECS 498
SI 557	SI 630
SI 557	IOE 465
SI 557	HISTART 531
SI 557	MCDB 427
SI 557	MATH 417
SI 557	ELI 420
SI 557	EDUC 580
SI 557	CHIN 610
SI 557	MECHENG 599
SI 557	BIOINF 526
SI 557	BIOINF 527
SI 557	MATH 425
SI 557	PSYCH 640
SI 557	MKT 614
SI 557	EDUC 860
SI 557	IOE 510
SI 557	SI 860
SI 557	ASIAN 625
SI 557	ASIANLAN 126
SI 557	IOE 801
SI 557	HISTART 461
SI 557	ASIANLAN 407
SI 557	ASIAN 535
SI 557	COMM 783
SI 557	ASIAN 536
SI 557	IOE 636
SI 557	STRATEGY 553
SI 557	CSIB 645
SI 557	IOE 800
SI 557	CAAS 469
SI 557	ASIANLAN 125
SI 557	CHIN 799
SI 557	SURVMETH 632
SI 557	SI 690
SI 557	SI 654
SI 557	SI 665
SI 557	SI 647
SI 557	SI 620
SI 557	BIT 750
SI 557	IOE 836
SI 557	BIT 648
SI 557	IOE 539
SI 557	IOE 434
SI 557	SI 653
SI 557	PHIL 605
SI 557	HISTORY 796
SI 557	ASIAN 500
SI 557	BIT 678
SI 557	PSYCH 614
SI 557	STATS 500
SI 557	IOE 491
SI 557	ELI 330
SI 557	SI 645
SI 557	SI 760
SI 557	COMM 781
SI 557	ASIAN 699
SI 557	SI 724
SI 557	HBEHED 600
SI 557	SI 644
SI 557	SI 580
SI 557	SI 666
SI 557	BIT 646
SI 557	RACKHAM 998
SI 557	SI 681
SI 557	SI 643
SI 557	SI 626
SI 557	SI 699
SI 557	STRATEGY 673
SI 557	OMS 501
SI 557	PSYCH 613
SI 557	PUBPOL 688
SI 557	SI 767
SI 557	SI 623
SI 557	SI 696
SI 557	SI 648
SI 557	SI 579
SI 557	SI 655
SI 557	SI 670
SI 557	SI 572
SI 557	PUBPOL 671
SI 557	SI 562
SI 557	SI 658
SI 557	SI 621
SI 557	PUBPOL 754
SI 557	SI 563
SI 557	BIT 513
SI 557	COMM 810
SI 557	MKT 501
SI 557	SI 689
SI 557	SI 581
SI 557	SI 791
SI 557	SI 675
SI 557	ELI 321
SI 557	SI 575
SI 557	SI 702
SI 557	MSP 601
SI 557	MSP 602
SI 557	MHS 663
SI 557	SI 692
SI 557	SI 701
SI 557	SI 649
SI 557	SI 614
SI 557	SI 792
SI 557	SI 629
SI 557	SI 624
SI 557	SI 637
SI 557	MSP 609
SI 557	SI 615
SI 557	SI 840
SI 557	SI 639
SI 557	BIT 512
SI 557	SI 631
SI 557	SI 668
SI 557	SI 632
SI 557	SI 676
SI 557	SI 663
SI 557	IOE 536
SI 557	SI 633
SI 563	SI 652
SI 563	SI 583
SI 563	SI 599
SI 563	ARCH 531
SI 563	SI 622
SI 563	SI 646
SI 563	SI 618
SI 563	SI 682
SI 563	SI 627
SI 563	BIT 512
SI 563	SI 687
SI 563	SI 679
SI 563	SI 688
SI 563	SI 690
SI 563	SI 681
SI 563	IOE 536
SI 563	SI 601
SI 572	PUBPOL 653
SI 572	HISTORY 467
SI 572	HISTORY 641
SI 572	ELI 337
SI 572	ENGLISH 503
SI 572	EDUC 860
SI 572	ECON 434
SI 572	SI 580
SI 572	SI 639
SI 572	SI 655
SI 572	SI 621
SI 572	SI 688
SI 572	SI 581
SI 572	SI 692
SI 572	AMCULT 425
SI 572	MUSICOL 503
SI 572	BIT 678
SI 572	MKT 619
SI 572	SI 618
SI 572	SI 690
SI 572	SI 666
SI 572	SI 622
SI 572	SI 689
SI 572	SI 737
SI 572	HISTART 489
SI 572	BE 501
SI 572	MKT 620
SI 572	NRE 531
SI 572	SI 682
SI 572	SI 579
SI 572	SI 647
SI 572	SI 624
SI 572	SI 632
SI 572	PSYCH 808
SI 572	SI 596
SI 572	SI 681
SI 572	SI 665
SI 572	SI 644
SI 572	SI 629
SI 572	PUBPOL 754
SI 572	COMM 810
SI 572	SI 675
SI 572	ELI 321
SI 572	SI 601
SI 572	MSP 601
SI 572	MSP 602
SI 572	SI 658
SI 572	SI 623
SI 572	SI 645
SI 572	MSP 609
SI 572	SI 615
SI 572	SI 686
SI 572	SI 648
SI 572	SI 687
SI 572	SI 575
SI 572	SI 679
SI 572	SI 652
SI 572	SI 643
SI 572	SI 620
SI 572	SI 663
SI 572	IOE 536
SI 572	SI 791
SI 572	SI 702
SI 572	SI 649
SI 572	SI 637
SI 572	SI 625
SI 572	SI 633
SI 575	SI 625
SI 575	BIT 646
SI 575	SI 702
SI 575	SI 596
SI 575	BIT 648
SI 575	SI 580
SI 575	SI 631
SI 575	EDUC 601
SI 575	SI 655
SI 575	SI 690
SI 575	SI 688
SI 575	SI 647
SI 575	MO 512
SI 575	ARCH 531
SI 575	BIT 512
SI 575	SI 593
SI 575	STRATEGY 669
SI 575	SI 510
SI 575	SI 649
SI 575	ENGLISH 407
SI 575	SI 621
SI 575	BIT 513
SI 575	SI 692
SI 575	SI 666
SI 575	SI 684
SI 575	SI 605
SI 575	SI 643
SI 575	SI 620
SI 575	SI 689
SI 575	MO 603
SI 575	SI 629
SI 575	SI 658
SI 575	SI 646
SI 575	SI 645
SI 575	SI 637
SI 575	ENGLISH 528
SI 575	HISTORY 456
SI 575	PHIL 420
SI 575	ENGLISH 590
SI 575	ENGLISH 881
SI 575	BA 615
SI 575	EECS 695
SI 575	UP 406
SI 575	PUBPOL 585
SI 575	STATS 405
SI 575	FIN 551
SI 575	NRE 512
SI 575	ES 615
SI 575	EDUC 758
SI 575	MKT 601
SI 575	MKT 603
SI 575	MKT 608
SI 575	KINESLGY 684
SI 575	ARTDES 713
SI 575	ARTDES 716
SI 575	ARTDES 715
SI 575	ARTDES 652
SI 575	ARTDES 651
SI 575	SI 524
SI 575	HISTART 531
SI 575	EDUC 728
SI 575	SOC 530
SI 575	ARTDES 751
SI 575	ARTDES 616
SI 575	ARTDES 615
SI 575	ANTHRCUL 458
SI 575	PUBPOL 677
SI 575	SI 888
SI 575	FIN 615
SI 575	NRE 441
SI 575	DUTCH 511
SI 575	ARTDES 609
SI 575	ARTDES 605
SI 575	MO 617
SI 575	MO 611
SI 575	EECS 594
SI 575	ARTDES 551
SI 575	LHC 506
SI 575	CSIB 645
SI 575	ECON 502
SI 575	ARTDES 456
SI 575	MHS 662
SI 575	SI 686
SI 575	MHS 663
SI 575	SI 581
SI 575	SI 665
SI 575	SI 579
SI 575	PUBPOL 754
SI 575	SI 599
SI 575	SI 792
SI 575	SI 615
SI 575	SI 687
SI 575	SI 668
SI 575	SI 633
SI 575	MO 700
SI 575	SI 632
SI 575	SI 679
SI 575	SI 623
SI 575	PUBPOL 650
SI 575	OMS 616
SI 575	BIT 750
SI 575	AMCULT 425
SI 575	ARTDES 611
SI 575	RACKHAM 570
SI 575	BE 550
SI 575	IOE 434
SI 575	SOC 522
SI 575	EDUC 500
SI 575	POLSCI 596
SI 575	SWC 630
SI 575	PHIL 423
SI 575	COMM 993
SI 575	ENGLISH 549
SI 575	FIN 621
SI 575	ACC 564
SI 575	CMPLXSYS 501
SI 575	ES 715
SI 575	SI 550
SI 575	BIT 581
SI 575	SI 542
SI 575	SI 724
SI 575	ELI 320
SI 575	SI 644
SI 575	IOE 536
SI 575	SI 840
SI 575	SI 680
SI 575	SI 791
SI 575	SI 626
SI 575	NRE 540
SI 575	SI 699
SI 575	PUBPOL 534
SI 575	OMS 501
SI 575	PUBPOL 688
SI 575	UP 507
SI 575	EDUC 737
SI 575	MKT 620
SI 575	NRE 531
SI 575	SI 670
SI 575	SI 624
SI 575	SI 719
SI 575	SI 676
SI 575	ARTDES 600
SI 575	SI 616
SI 575	SI 583
SI 575	SI 663
SI 575	EDUC 626
SI 575	COMM 810
SI 575	SWC 993
SI 575	SI 641
SI 575	SI 708
SI 575	SI 675
SI 575	ELI 321
SI 575	MSP 601
SI 575	MSP 602
SI 575	SI 654
SI 575	HISTORY 698
SI 575	SI 614
SI 575	MSP 609
SI 575	RACKHAM 998
SI 575	EDCURINS 575
SI 575	SI 617
SI 575	SI 639
SI 575	SI 683
SI 575	SI 627
SI 575	SI 696
SI 575	SI 648
SI 575	SI 652
SI 579	SI 596
SI 579	SI 626
SI 579	NRE 531
SI 579	SI 621
SI 579	SI 692
SI 579	SI 623
SI 579	SI 678
SI 579	SI 615
SI 579	SI 632
SI 579	MHS 663
SI 579	SI 639
SI 579	PUBPOL 687
SI 579	PUBPOL 671
SI 579	ACABS 591
SI 579	SI 644
SI 579	SI 624
SI 579	SI 637
SI 579	SI 699
SI 579	HISTART 754
SI 579	HISTART 489
SI 579	SI 658
SI 579	SI 645
SI 579	HISTORY 456
SI 579	SI 628
SI 579	LAW 608
SI 579	PUBPOL 587
SI 579	PUBPOL 580
SI 579	EECS 588
SI 579	POLSCI 499
SI 579	PUBPOL 578
SI 579	ANTHRCUL 502
SI 579	POLSCI 594
SI 579	ENGLISH 648
SI 579	SURVMETH 680
SI 579	HISTART 531
SI 579	HISTORY 591
SI 579	PUBPOL 770
SI 579	ENGLISH 503
SI 579	ENGLISH 501
SI 579	PUBPOL 513
SI 579	PUBPOL 686
SI 579	PUBPOL 675
SI 579	SAC 441
SI 579	LHC 582
SI 579	CLARCH 993
SI 579	ANTHRCUL 553
SI 579	WOMENSTD 530
SI 579	WOMENSTD 425
SI 579	PUBPOL 735
SI 579	MHS 665
SI 579	MHS 661
SI 579	SI 617
SI 579	SI 605
SI 579	PUBPOL 754
SI 579	SI 696
SI 579	SI 648
SI 579	SI 625
SI 579	SI 668
SI 579	SI 601
SI 579	SI 654
SI 579	SI 646
SI 579	AMCULT 425
SI 579	MUSICOL 503
SI 579	COMM 993
SI 579	PUBPOL 558
SI 579	PUBPOL 555
SI 579	PUBPOL 529
SI 579	SI 550
SI 579	ENGLISH 473
SI 579	PUBPOL 678
SI 579	HB 605
SI 579	SI 510
SI 579	PUBPOL 636
SI 579	PUBPOL 638
SI 579	BIT 581
SI 579	MO 501
SI 579	SI 791
SI 579	SI 622
SI 579	NRE 540
SI 579	PUBPOL 534
SI 579	SI 631
SI 579	PUBPOL 688
SI 579	UP 507
SI 579	BE 501
SI 579	SI 676
SI 579	SI 516
SI 579	EDUC 626
SI 579	BIT 551
SI 579	BIT 513
SI 579	SI 599
SI 579	MKT 501
SI 579	SWC 993
SI 579	SI 675
SI 579	BIT 648
SI 579	HISTORY 698
SI 579	SI 792
SI 579	BIT 646
SI 579	SI 627
SI 579	BIT 512
SI 579	SI 616
SI 579	SI 688
SI 579	SI 652
SI 579	SI 684
SI 579	SI 583
SI 579	SI 663
SI 579	SI 682
SI 579	SI 702
SI 579	SI 649
SI 579	SI 689
SI 580	SI 678
SI 580	SI 621
SI 580	SI 624
SI 580	SI 675
SI 580	SI 696
SI 580	MSP 601
SI 580	MSP 602
SI 580	SI 658
SI 580	SI 670
SI 580	HISTART 754
SI 580	HISTART 489
SI 580	NRE 531
SI 580	MSP 609
SI 580	SI 648
SI 580	SI 626
SI 580	SI 622
SI 580	SI 719
SI 580	RACKHAM 575
SI 580	SI 623
SI 580	AMCULT 425
SI 580	AMCULT 520
SI 580	HISTORY 796
SI 580	LING 517
SI 580	ENGLISH 434
SI 580	SI 586
SI 580	ENGLISH 993
SI 580	SI 645
SI 580	MO 501
SI 580	SI 682
SI 580	SI 654
SI 580	SI 791
SI 580	HMP 668
SI 580	SI 631
SI 580	SI 737
SI 580	UP 507
SI 580	SI 688
SI 580	SI 792
SI 580	SI 601
SI 580	PUBPOL 653
SI 580	HISTORY 451
SI 580	WOMENSTD 551
SI 580	HISTART 463
SI 580	ENGLISH 590
SI 580	LATIN 401
SI 580	HISTART 600
SI 580	HISTART 608
SI 580	RUSSIAN 521
SI 580	HISTORY 672
SI 580	ENGLISH 881
SI 580	RACKHAM 571
SI 580	UP 406
SI 580	BIT 645
SI 580	POLSCI 499
SI 580	ANTHRCUL 658
SI 580	SAC 602
SI 580	BCS 439
SI 580	NRE 512
SI 580	GEOG 406
SI 580	HISTORY 467
SI 580	ANTHRCUL 502
SI 580	ENGLISH 463
SI 580	ITALIAN 103
SI 580	ENGLISH 648
SI 580	SAC 455
SI 580	SI 635
SI 580	EDUC 874
SI 580	HISTORY 798
SI 580	HISTORY 641
SI 580	ARTDES 713
SI 580	ARTDES 716
SI 580	ARTDES 715
SI 580	ARTDES 652
SI 580	ARTDES 651
SI 580	HISTORY 498
SI 580	HISTART 531
SI 580	SOC 530
SI 580	ARTDES 751
SI 580	ARTDES 616
SI 580	ARTDES 615
SI 580	HISTORY 591
SI 580	PUBPOL 770
SI 580	ENGLISH 503
SI 580	ANTHRCUL 458
SI 580	SI 732
SI 580	PUBPOL 675
SI 580	SAC 441
SI 580	AMCULT 498
SI 580	HISTORY 786
SI 580	CLARCH 993
SI 580	SOC 504
SI 580	HISTORY 536
SI 580	ANTHRCUL 553
SI 580	SI 516
SI 580	ENGLISH 432
SI 580	LATIN 502
SI 580	WOMENSTD 425
SI 580	HISTART 613
SI 580	UP 696
SI 580	ARTDES 609
SI 580	ARTDES 605
SI 580	MO 617
SI 580	ARTDES 551
SI 580	COMM 783
SI 580	ENGLISH 569
SI 580	LHC 506
SI 580	ARTDES 456
SI 580	MHS 661
SI 580	MHS 662
SI 580	SI 702
SI 580	SI 605
SI 580	SI 599
SI 580	SI 625
SI 580	OMS 616
SI 580	BIT 750
SI 580	ARTDES 611
SI 580	RACKHAM 570
SI 580	BIT 648
SI 580	MO 561
SI 580	EECS 584
SI 580	MUSICOL 503
SI 580	EDUC 500
SI 580	POLSCI 596
SI 580	PUBPOL 715
SI 580	PHIL 423
SI 580	PHIL 605
SI 580	ACABS 591
SI 580	COMM 993
SI 580	ASIAN 500
SI 580	ENGLISH 549
SI 580	FIN 621
SI 580	CMPLXSYS 501
SI 580	SI 593
SI 580	MUSMETH 406
SI 580	SI 550
SI 580	ENGLISH 473
SI 580	PUBPOL 678
SI 580	STRATEGY 669
SI 580	HB 605
SI 580	COMM 781
SI 580	SI 542
SI 580	ENGLISH 407
SI 580	SI 618
SI 580	SI 614
SI 580	ARCH 531
SI 580	BIT 646
