Customer Key	Name	Account Balance
1127	Customer#000001127	8631.35
1128	Customer#000001128	8123.99
1129	Customer#000001129	6020.02
1130	Customer#000001130	9519.36
1131	Customer#000001131	6019.1
1132	Customer#000001132	4962.12
1133	Customer#000001133	5335.36
1134	Customer#000001134	8458.26
1135	Customer#000001135	3061.78
1137	Customer#000001137	4210.15
1138	Customer#000001138	6035.44
1139	Customer#000001139	4604.83
1140	Customer#000001140	6319.21
1142	Customer#000001142	3273.08
1143	Customer#000001143	8655.98
1144	Customer#000001144	4189.04
1145	Customer#000001145	3249.25
1146	Customer#000001146	4204.36
1147	Customer#000001147	7734.64
1148	Customer#000001148	7129.84
1149	Customer#000001149	6287.79
1151	Customer#000001151	6354.89
1152	Customer#000001152	5680.15
1153	Customer#000001153	6244.03
1154	Customer#000001154	1498.46
1155	Customer#000001155	3510.25
1156	Customer#000001156	1799.67
1157	Customer#000001157	6013.09
1158	Customer#000001158	3081.79
1159	Customer#000001159	5553.75
1160	Customer#000001160	4976.24
1162	Customer#000001162	3139.71
1164	Customer#000001164	7341.35
1165	Customer#000001165	8177.33
1167	Customer#000001167	9510.87
1168	Customer#000001168	6194.65
1169	Customer#000001169	7503.3
1170	Customer#000001170	2070.73
1171	Customer#000001171	7658.97
1174	Customer#000001174	8798.96
1175	Customer#000001175	9207.16
1176	Customer#000001176	5827.59
1177	Customer#000001177	9281.72
1178	Customer#000001178	4966.58
1179	Customer#000001179	3336.25
1180	Customer#000001180	3367.36
1181	Customer#000001181	9180.5
1182	Customer#000001182	8814.39
1183	Customer#000001183	4455.76
1184	Customer#000001184	9032.89
1185	Customer#000001185	2913.52
1186	Customer#000001186	4466.3
1188	Customer#000001188	3698.86
1189	Customer#000001189	3798.28
1190	Customer#000001190	2743.63
1191	Customer#000001191	9088.54
1192	Customer#000001192	3231.33
1194	Customer#000001194	7582.29
1195	Customer#000001195	9621.49
1196	Customer#000001196	6378.67
1197	Customer#000001197	9261.05
1198	Customer#000001198	9593.35
1199	Customer#000001199	6503.35
1200	Customer#000001200	3765.05
1201	Customer#000001201	5165.39
1203	Customer#000001203	5787.69
1204	Customer#000001204	9777.19
1205	Customer#000001205	5390.34
1206	Customer#000001206	8437.76
1208	Customer#000001208	2426.52
1209	Customer#000001209	3551.21
1210	Customer#000001210	8137.66
1211	Customer#000001211	4723.37
1212	Customer#000001212	7736.03
1213	Customer#000001213	8555.12
1214	Customer#000001214	2935.31
1215	Customer#000001215	7795.87
1216	Customer#000001216	2155.06
1217	Customer#000001217	6019.32
1218	Customer#000001218	8801.73
1220	Customer#000001220	8429.33
1222	Customer#000001222	3883.18
1224	Customer#000001224	8124.15
1225	Customer#000001225	8634.92
1226	Customer#000001226	2135.92
1227	Customer#000001227	3335.72
1228	Customer#000001228	5392.3
1229	Customer#000001229	8328.12
1230	Customer#000001230	4787.85
1231	Customer#000001231	2326.68
1232	Customer#000001232	8482.51
1233	Customer#000001233	3649.49
1236	Customer#000001236	3600.95
1237	Customer#000001237	8156.62
1238	Customer#000001238	4299.22
1239	Customer#000001239	6936.72
1240	Customer#000001240	5439.44
1241	Customer#000001241	8654.56
1242	Customer#000001242	2276.15
1243	Customer#000001243	6271.38
1245	Customer#000001245	3196.66
1247	Customer#000001247	1696.95
1248	Customer#000001248	6539.15
1251	Customer#000001251	7267.76
1252	Customer#000001252	3279.84
1253	Customer#000001253	1222.21
1254	Customer#000001254	2676.06
1255	Customer#000001255	6487.71
1256	Customer#000001256	5012.07
1257	Customer#000001257	8810.83
1259	Customer#000001259	8353.0
1260	Customer#000001260	4991.59
1261	Customer#000001261	5579.81
1262	Customer#000001262	2840.36
1263	Customer#000001263	6975.9
1264	Customer#000001264	3959.28
1265	Customer#000001265	2653.53
1266	Customer#000001266	1877.05
1267	Customer#000001267	8616.12
1268	Customer#000001268	5152.42
1269	Customer#000001269	2659.68
1270	Customer#000001270	6170.06
1271	Customer#000001271	1209.37
1272	Customer#000001272	6865.14
1273	Customer#000001273	1499.56
1275	Customer#000001275	8972.46
1278	Customer#000001278	9038.43
1279	Customer#000001279	7915.06
1280	Customer#000001280	3419.66
1281	Customer#000001281	8182.42
1282	Customer#000001282	8998.82
1283	Customer#000001283	2222.71
1285	Customer#000001285	3061.58
1286	Customer#000001286	6906.08
1287	Customer#000001287	7461.69
1288	Customer#000001288	6603.43
1289	Customer#000001289	2925.52
1290	Customer#000001290	8108.42
1291	Customer#000001291	8227.37
1292	Customer#000001292	5509.11
1293	Customer#000001293	2565.67
1296	Customer#000001296	3034.69
1297	Customer#000001297	6074.01
1298	Customer#000001298	3903.54
1301	Customer#000001301	8966.63
1303	Customer#000001303	2020.15
1304	Customer#000001304	4548.46
1305	Customer#000001305	4900.66
1306	Customer#000001306	6464.77
1307	Customer#000001307	4344.52
1308	Customer#000001308	9290.53
1311	Customer#000001311	8713.24
1312	Customer#000001312	9459.5
1314	Customer#000001314	3218.33
1315	Customer#000001315	1447.84
1317	Customer#000001317	8925.08
1318	Customer#000001318	5812.93
1319	Customer#000001319	4910.48
1320	Customer#000001320	6407.13
1321	Customer#000001321	3589.49
1322	Customer#000001322	2621.71
1323	Customer#000001323	6006.81
1324	Customer#000001324	7548.88
1325	Customer#000001325	9108.61
1328	Customer#000001328	3264.99
1329	Customer#000001329	4645.91
1330	Customer#000001330	3893.14
1331	Customer#000001331	2005.02
1332	Customer#000001332	3323.04
1333	Customer#000001333	1330.85
1334	Customer#000001334	2485.71
1335	Customer#000001335	8341.67
1336	Customer#000001336	1490.21
1337	Customer#000001337	7882.44
1338	Customer#000001338	5139.0
1339	Customer#000001339	8167.5
1342	Customer#000001342	1520.34
1343	Customer#000001343	8303.09
1344	Customer#000001344	2113.32
1345	Customer#000001345	8593.83
1346	Customer#000001346	4524.45
1347	Customer#000001347	8476.43
1349	Customer#000001349	4967.24
1350	Customer#000001350	3339.51
1351	Customer#000001351	3106.0
1352	Customer#000001352	5570.69
1353	Customer#000001353	3666.51
1355	Customer#000001355	2351.1
1357	Customer#000001357	8627.9
1358	Customer#000001358	5149.23
1359	Customer#000001359	4069.82
1360	Customer#000001360	1422.57
1361	Customer#000001361	4128.86
1362	Customer#000001362	3718.92
1365	Customer#000001365	2207.81
1366	Customer#000001366	1634.7
1367	Customer#000001367	5420.32
1368	Customer#000001368	6376.18
1370	Customer#000001370	9802.04
1371	Customer#000001371	4943.58
1372	Customer#000001372	1796.09
1375	Customer#000001375	2011.11
1376	Customer#000001376	6761.52
1377	Customer#000001377	8839.15
1378	Customer#000001378	2675.73
1379	Customer#000001379	1008.26
1380	Customer#000001380	3723.53
1382	Customer#000001382	8898.67
1383	Customer#000001383	2092.61
1384	Customer#000001384	1534.38
1385	Customer#000001385	2326.75
1386	Customer#000001386	9643.87
1387	Customer#000001387	8541.87
1389	Customer#000001389	1111.02
1390	Customer#000001390	3931.31
1391	Customer#000001391	5510.28
1393	Customer#000001393	5672.05
1394	Customer#000001394	2233.1
1395	Customer#000001395	8733.39
1396	Customer#000001396	7149.43
1397	Customer#000001397	5466.83
1398	Customer#000001398	7004.9
1399	Customer#000001399	7352.14
1400	Customer#000001400	2432.73
1401	Customer#000001401	8908.63
1402	Customer#000001402	4396.25
1403	Customer#000001403	9782.34
1404	Customer#000001404	3828.46
1405	Customer#000001405	3987.39
1406	Customer#000001406	2023.59
1407	Customer#000001407	7424.99
1408	Customer#000001408	5920.09
1409	Customer#000001409	1959.17
1410	Customer#000001410	2716.95
1412	Customer#000001412	6368.38
1413	Customer#000001413	1387.83
1414	Customer#000001414	3136.15
1415	Customer#000001415	6252.12
1416	Customer#000001416	5348.4
1417	Customer#000001417	7543.01
1418	Customer#000001418	9359.01
1419	Customer#000001419	5912.72
1421	Customer#000001421	7292.93
1422	Customer#000001422	8389.5
1423	Customer#000001423	2411.69
1424	Customer#000001424	7207.7
1425	Customer#000001425	5814.72
1426	Customer#000001426	1965.38
1427	Customer#000001427	8136.53
1428	Customer#000001428	7703.84
1429	Customer#000001429	6444.82
1431	Customer#000001431	5805.81
1432	Customer#000001432	6314.25
1433	Customer#000001433	4605.87
1434	Customer#000001434	1851.63
1436	Customer#000001436	9158.91
1437	Customer#000001437	8839.32
1438	Customer#000001438	5436.81
1439	Customer#000001439	8487.6
1440	Customer#000001440	1236.36
1441	Customer#000001441	9465.15
1442	Customer#000001442	7917.9
1443	Customer#000001443	7141.87
1445	Customer#000001445	8367.94
1446	Customer#000001446	2981.48
1447	Customer#000001447	2718.02
1448	Customer#000001448	7756.35
1449	Customer#000001449	9051.75
1451	Customer#000001451	3274.3
1452	Customer#000001452	7086.97
1454	Customer#000001454	3366.61
1455	Customer#000001455	7591.9
1456	Customer#000001456	6123.69
1457	Customer#000001457	2873.49
1458	Customer#000001458	2716.8
1459	Customer#000001459	9270.88
1460	Customer#000001460	9680.51
1461	Customer#000001461	8460.48
1462	Customer#000001462	7305.88
1463	Customer#000001463	6039.64
1464	Customer#000001464	9306.2
1465	Customer#000001465	9365.93
1466	Customer#000001466	1268.69
1467	Customer#000001467	2857.19
1468	Customer#000001468	3826.52
1469	Customer#000001469	4329.98
1470	Customer#000001470	7033.49
1471	Customer#000001471	3872.86
1472	Customer#000001472	2168.61
1473	Customer#000001473	2796.93
1474	Customer#000001474	2961.79
1475	Customer#000001475	1820.28
1477	Customer#000001477	9103.33
1478	Customer#000001478	9701.54
1479	Customer#000001479	9793.29
1481	Customer#000001481	3204.67
1482	Customer#000001482	2930.53
1483	Customer#000001483	4409.7
1484	Customer#000001484	4883.17
1485	Customer#000001485	9412.02
1486	Customer#000001486	5859.97
1487	Customer#000001487	3589.16
1488	Customer#000001488	7929.51
1489	Customer#000001489	4389.66
1490	Customer#000001490	8997.6
1491	Customer#000001491	3739.82
1493	Customer#000001493	7014.12
1494	Customer#000001494	8292.21
1495	Customer#000001495	6227.55
1497	Customer#000001497	2449.57
1498	Customer#000001498	5810.56
1499	Customer#000001499	9128.69
1500	Customer#000001500	6910.79
